utc,sample_time,a,g,m,epoch,session,fin_id
2018-08-24T16:20:09.6630+00:00,2837355414,"[156, 304, -541]","[-35, -52, 39]","[110, 82, 536]",1535127609.6626,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:09.9150+00:00,2837355666,"[45, 41, -464]","[-430, -31, -124]","[117, 21, 525]",1535127609.9147,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:10.1660+00:00,2837355917,"[27, 242, -482]","[-151, -100, -58]","[129, 15, 521]",1535127610.1657,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:10.4160+00:00,2837356167,"[6, 365, -473]","[66, -13, 69]","[129, 19, 517]",1535127610.4158,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:10.6660+00:00,2837356417,"[52, 105, -394]","[-83, 37, 15]","[130, 8, 514]",1535127610.6659,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:10.9180+00:00,2837356669,"[55, 115, -702]","[472, 122, 55]","[135, 1, 513]",1535127610.9179,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:11.1680+00:00,2837356919,"[13, 85, -440]","[61, 42, -12]","[117, 45, 531]",1535127611.1680,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:11.4200+00:00,2837357171,"[59, -14, -466]","[3, -13, 28]","[126, 44, 538]",1535127611.4201,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:11.6700+00:00,2837357421,"[107, 269, -500]","[-139, 22, 73]","[118, 38, 534]",1535127611.6701,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:11.9200+00:00,2837357671,"[72, 163, -462]","[27, 8, 56]","[112, 24, 528]",1535127611.9202,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:12.1710+00:00,2837357922,"[113, -32, -474]","[211, 3, 63]","[100, 36, 534]",1535127612.1713,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:12.4210+00:00,2837358172,"[86, 150, -605]","[-174, -78, 47]","[108, 56, 534]",1535127612.4213,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:12.6640+00:00,2837358415,"[52, -10, -416]","[-1, -51, -7]","[121, 45, 527]",1535127612.6644,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:12.9150+00:00,2837358666,"[111, -72, -475]","[-19, -8, 91]","[125, 35, 529]",1535127612.9155,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:13.1670+00:00,2837358917,"[131, 186, -469]","[-104, 59, 90]","[122, 32, 524]",1535127613.1665,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:13.4170+00:00,2837359167,"[150, -48, -484]","[212, 29, 112]","[107, 23, 529]",1535127613.4166,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:13.6670+00:00,2837359417,"[37, 186, -469]","[-157, -34, 3]","[103, 41, 539]",1535127613.6666,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:13.9170+00:00,2837359667,"[29, 32, -408]","[-118, -33, 17]","[112, 16, 526]",1535127613.9167,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:14.1730+00:00,2837359923,"[100, 253, -609]","[222, 23, 98]","[109, 17, 529]",1535127614.1728,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:14.4230+00:00,2837360173,"[86, -78, -401]","[-183, -33, 5]","[108, 18, 526]",1535127614.4228,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:14.6640+00:00,2837360414,"[92, -121, -595]","[312, -42, 44]","[117, 23, 535]",1535127614.6639,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:14.9140+00:00,2837360664,"[103, 89, -447]","[-233, -79, -56]","[125, 37, 525]",1535127614.9140,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:15.1770+00:00,2837360927,"[42, 21, -424]","[-154, -23, 23]","[127, 23, 513]",1535127615.1770,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:15.4200+00:00,2837361170,"[139, 74, -387]","[-155, 24, 59]","[123, -1, 523]",1535127615.4201,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:15.6690+00:00,2837361419,"[69, -48, -498]","[209, 34, 85]","[116, -16, 514]",1535127615.6692,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:15.9190+00:00,2837361669,"[51, 161, -380]","[-105, 5, -11]","[109, 9, 521]",1535127615.9192,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:16.1700+00:00,2837361920,"[50, -67, -454]","[-2, -49, 53]","[115, 23, 531]",1535127616.1703,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:16.4200+00:00,2837362170,"[131, 233, -504]","[-310, -42, -5]","[119, 7, 527]",1535127616.4204,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:16.6710+00:00,2837362421,"[102, -29, -517]","[223, -12, 24]","[125, -9, 523]",1535127616.6714,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:16.9220+00:00,2837362672,"[-6, 151, -461]","[-66, -23, -47]","[123, 23, 525]",1535127616.9225,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:17.1740+00:00,2837362923,"[55, -98, -509]","[-83, -9, -29]","[128, 6, 520]",1535127617.1735,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:17.4240+00:00,2837363173,"[13, 148, -499]","[-336, 2, -35]","[126, 0, 522]",1535127617.4236,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:17.6740+00:00,2837363423,"[90, 71, -480]","[71, -28, -3]","[127, 3, 521]",1535127617.6737,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:17.9240+00:00,2837363673,"[45, 53, -402]","[92, -2, -68]","[130, 10, 524]",1535127617.9237,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:18.1650+00:00,2837363914,"[84, -123, -416]","[-98, 34, -32]","[131, 27, 529]",1535127618.1648,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:18.4150+00:00,2837364164,"[35, 149, -488]","[-354, 63, -28]","[119, 15, 529]",1535127618.4149,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:18.6660+00:00,2837364415,"[107, 5, -435]","[51, 47, 42]","[111, -3, 519]",1535127618.6659,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:18.9170+00:00,2837364666,"[74, 236, -586]","[204, -2, 32]","[107, 21, 537]",1535127618.9170,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:19.1680+00:00,2837364917,"[78, -97, -474]","[4, -49, -25]","[113, 35, 531]",1535127619.1681,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:19.4190+00:00,2837365168,"[91, 119, -606]","[34, -5, 35]","[115, 41, 529]",1535127619.4191,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:19.6700+00:00,2837365419,"[82, -72, -485]","[-83, -8, 8]","[121, 23, 521]",1535127619.6702,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:19.9200+00:00,2837365669,"[18, 200, -458]","[73, -4, 28]","[120, 38, 532]",1535127619.9203,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:20.1700+00:00,2837365919,"[36, 5, -480]","[102, -20, 49]","[120, 36, 536]",1535127620.1703,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:20.4150+00:00,2837366164,"[107, 117, -457]","[-188, 0, 27]","[124, 34, 530]",1535127620.4154,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:20.6670+00:00,2837366416,"[118, -12, -457]","[27, 13, 67]","[112, 8, 528]",1535127620.6674,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:20.9170+00:00,2837366665,"[33, 185, -410]","[-72, -18, 54]","[114, 14, 526]",1535127620.9165,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:21.1670+00:00,2837366915,"[40, 44, -438]","[207, 2, 76]","[115, 13, 529]",1535127621.1666,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:21.4200+00:00,2837367168,"[126, 155, -397]","[-103, 57, 52]","[111, 29, 531]",1535127621.4196,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:21.6710+00:00,2837367419,"[143, 37, -440]","[24, 53, 53]","[102, 18, 530]",1535127621.6707,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:21.9210+00:00,2837367669,"[115, 152, -677]","[172, -41, 47]","[89, 17, 531]",1535127621.9208,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:22.1720+00:00,2837367920,"[89, -74, -436]","[-109, -71, -80]","[101, 15, 529]",1535127622.1718,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:22.4230+00:00,2837368171,"[89, -100, -525]","[5, -72, -7]","[117, 23, 529]",1535127622.4229,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:22.6730+00:00,2837368421,"[91, 48, -483]","[-69, -36, 23]","[113, 19, 529]",1535127622.6730,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:22.9230+00:00,2837368671,"[76, -60, -435]","[225, -51, 55]","[120, 20, 520]",1535127622.9230,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:23.1740+00:00,2837368922,"[-24, 154, -476]","[-156, -106, -42]","[130, 32, 524]",1535127623.1741,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
2018-08-24T16:20:23.4240+00:00,2837369172,"[17, -120, -520]","[-275, -62, -24]","[152, 4, 508]",1535127623.4242,google_110696506910538171692_0006667E22C1_180824162000,7E22C1
