utc,sample_time,a,g,m,epoch,session,fin_id
2017-08-05T01:54:50.8280+00:00,28950,"[-197, 478, -23]","[2, 13, -2]","[35, -16, 79]",1501898090.8284,facebook_10154537037366727_0006667E22A6_170805015441,7E22A6
2017-08-05T01:54:51.0850+00:00,29206,"[-197, 477, -23]","[3, 13, -3]","[149, -59, 313]",1501898091.0851,facebook_10154537037366727_0006667E22A6_170805015441,7E22A6
2017-08-05T01:54:51.2860+00:00,29406,"[-197, 476, -22]","[3, 13, -3]","[144, -68, 310]",1501898091.2858,facebook_10154537037366727_0006667E22A6_170805015441,7E22A6
2017-08-05T01:54:51.4860+00:00,29606,"[-197, 478, -22]","[2, 13, -4]","[151, -61, 323]",1501898091.4864,facebook_10154537037366727_0006667E22A6_170805015441,7E22A6
2017-08-05T01:54:51.6870+00:00,29806,"[-196, 477, -21]","[3, 13, -4]","[152, -58, 324]",1501898091.6870,facebook_10154537037366727_0006667E22A6_170805015441,7E22A6
2017-08-05T01:54:51.8880+00:00,30006,"[-196, 477, -21]","[2, 13, -3]","[150, -62, 322]",1501898091.8876,facebook_10154537037366727_0006667E22A6_170805015441,7E22A6
2017-08-05T01:54:52.0870+00:00,30205,"[-196, 477, -22]","[2, 13, -3]","[150, -60, 316]",1501898092.0872,facebook_10154537037366727_0006667E22A6_170805015441,7E22A6
2017-08-05T01:54:52.2890+00:00,30406,"[-197, 478, -23]","[3, 13, -3]","[148, -56, 326]",1501898092.2889,facebook_10154537037366727_0006667E22A6_170805015441,7E22A6
2017-08-05T01:54:52.4880+00:00,30605,"[-197, 477, -22]","[2, 13, -4]","[149, -57, 323]",1501898092.4885,facebook_10154537037366727_0006667E22A6_170805015441,7E22A6
2017-08-05T01:54:52.6900+00:00,30806,"[-197, 477, -23]","[3, 14, -3]","[150, -62, 322]",1501898092.6901,facebook_10154537037366727_0006667E22A6_170805015441,7E22A6
2017-08-05T01:54:52.8910+00:00,31006,"[-197, 477, -23]","[2, 13, -3]","[145, -55, 319]",1501898092.8907,facebook_10154537037366727_0006667E22A6_170805015441,7E22A6
