utc,sample_time,a,g,m,epoch,session,fin_id
2018-12-30T17:26:32.0550+00:00,193312524,"[198, -30, -600]","[83, -6, 35]","[39, -33, 497]",1546190792.0552,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
2018-12-30T17:26:32.3070+00:00,193312775,"[14, -34, -416]","[-94, 47, -19]","[43, -47, 493]",1546190792.3065,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
2018-12-30T17:26:32.5580+00:00,193313026,"[93, 180, -581]","[-128, 70, 7]","[29, -47, 489]",1546190792.5579,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
2018-12-30T17:26:32.8090+00:00,193313277,"[27, -1, -397]","[278, 20, 38]","[19, -59, 501]",1546190792.8092,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
2018-12-30T17:26:33.0610+00:00,193313528,"[121, 75, -744]","[127, -58, -9]","[25, -45, 497]",1546190793.0606,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
2018-12-30T17:26:33.3110+00:00,193313778,"[74, 56, -332]","[-164, -14, -102]","[33, -45, 489]",1546190793.3109,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
2018-12-30T17:26:33.5620+00:00,193314029,"[29, 160, -583]","[222, 22, -46]","[40, -44, 486]",1546190793.5622,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
2018-12-30T17:26:33.8130+00:00,193314279,"[49, -57, -433]","[264, -23, -31]","[46, -42, 488]",1546190793.8126,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
2018-12-30T17:26:34.0650+00:00,193314531,"[85, -63, -505]","[114, -51, -50]","[56, -36, 498]",1546190794.0649,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
2018-12-30T17:26:34.3150+00:00,193314781,"[119, 63, -406]","[-17, -24, -88]","[67, -29, 495]",1546190794.3153,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
2018-12-30T17:26:34.5660+00:00,193315031,"[23, -36, -523]","[-54, 79, -80]","[53, -33, 491]",1546190794.5656,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
2018-12-30T17:26:34.8170+00:00,193315282,"[236, -187, -624]","[98, 80, -21]","[63, -45, 489]",1546190794.8169,google_110696506910538171692_0006667E22C1_181230172622,7E22C1
